id,shortDescription,description,categories,gender,imageUrl,brandName,seasonCode,materials,colors,path
18991003,Cypress puffer coat,"Cypress puffer coat from CANADA GOOSE featuring black, duck feather, padded design, logo patch at the sleeve, front zip fastening, long sleeves, two side slit pockets and adjustable hood.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/18/99/10/03/18991003_41723263_54.jpg,Canada Goose,AW23,"Furs & Skins->Duck Feathers, Polyamide, Polyamide","Black, 61 BLACK  NOIR",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18991003.jpg
20308563,Q-Takry-Cmf planet-print padded coat,"Q-Takry-Cmf planet-print padded coat from DIESEL featuring multicolour, all-over graphic print, padded design, classic hood, funnel neck, logo plaque, two side inset pockets, concealed front fastening and long sleeves.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/30/85/63/20308563_50397466_54.jpg,Diesel,AW23,"Nylon, Polyamide","Grey, Blue, 8CLA",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20308563.jpg
18378865,Longline leather trench coat ,"Longline leather trench coat from DION LEE featuring black, leather, panelled design, notched lapels, front button and zip fastening, long sleeves, two front welt pockets, straight hem and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/18/37/88/65/18378865_41145626_54.jpg,Dion Lee,SS23,Leather,"Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18378865.jpg
20238042,double-breasted cashmere coat,"double-breasted cashmere coat from BRUNELLO CUCINELLI featuring beige, cashmere, double-breasted button fastening, jetted chest pocket, two side flap pockets, peak lapels, shoulder pads, long sleeves and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/23/80/42/20238042_51095766_54.jpg,Brunello Cucinelli,AW23,"Synthetic->Acetate, Cotton, Cashmere, Silk, Metals & Alloys->Eco Brass","Neutrals, C002 BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20238042.jpg
16827307,down-feather mid-length coat,"Blue down-feather mid-length coat from HERNO featuring down-feather filling, front zip fastening, long sleeves, two side slit pockets and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/16/82/73/07/16827307_34127200_54.jpg,Herno,AW23,"Feather Down, Polyamide, Polyamide","Blue, 9200 BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/16827307.jpg
20515521,knitted-sleeved double-breasted coat,"knitted-sleeved double-breasted coat from FABIANA FILIPPI featuring dark grey, knitted panels, classic lapels, double-breasted button fastening, long sleeves, slip pockets to the sides, straight hem, alpaca, virgin wool and cashmere.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/51/55/21/20515521_50521357_54.jpg,Fabiana Filippi,AW23,"Wool or fine animal hair->Alpaca Wool, Virgin Wool, Polyamide, Cashmere, Viscose, Polyester","Grey, Black, VR2 BLACK GREY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20515521.jpg
17783516,Pamanzi belted trench coat,"Pamanzi belted trench coat from MONCLER featuring black, classic collar, detachable hood, front press-stud fastening, belted waist, two front flap pockets, long sleeves, belted cuffs and straight hem.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/17/78/35/16/17783516_39741278_54.jpg,Moncler,AW23,"Polyamide, Polyamide","Black, 999 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/17783516.jpg
20112796,quilted faux-fur coat,"quilted faux-fur coat from Balmain featuring brown, faux-fur design, quilted, collarless, V-neck, open front, long sleeves and calf-length.","Women, Clothing, Coats, Faux Fur & Shearling Coats",Woman,https://cdn-images.farfetch-contents.com/20/11/27/96/20112796_45243823_54.jpg,Balmain,AW23,"Polyester, Synthetic->Polyacrylic, Synthetic->Modacrylic","Brown, WAA",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20112796.jpg
20542814,panelled wool-cashmere blend cape,"panelled wool-cashmere blend cape from HERNO featuring black, wool blend, quilted panels, down-feather filling, funnel neck, front press-stud fastening, concealed front fastening, dolman sleeves, buttoned cuffs, two front patch pockets and fringed edge.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/54/28/14/20542814_50570848_54.jpg,Herno,AW23,"Polyamide, Cashmere, Wool, Furs & Skins->Goose Down, Feather Down","Black, 9300  BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20542814.jpg
20514656,hooded puffer coat,"hooded puffer coat from HERNO featuring black, padded design, down-feather filling, drawstring hood, front two-way zip fastening, long sleeves, ribbed cuffs, two press-stud fastening side pockets, curved hem and knee-length.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/51/46/56/20514656_50550862_54.jpg,Herno,AW23,"Furs & Skins->Goose Down, Polyamide, Furs & Skins->Feather, Polyamide","Black, 9300 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20514656.jpg
15951191,shearling-trim midi coat,"Brown sheepskin/shearling shearling-trim midi coat from PRADA featuring shearling trim, classic collar, long sleeves, front button fastening and mid-length.","Women, Clothing, Coats, Faux Fur & Shearling Coats",Woman,https://cdn-images.farfetch-contents.com/15/95/11/91/15951191_29515572_54.jpg,Prada,AW21,"Furs & Skins->Sheep Skin/Shearling, Furs & Skins->Sheepskin","Brown, F0003 DARK BROWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/15951191.jpg
20878004,patchwork shearling coat,"patchwork shearling coat from TOM FORD featuring light beige, nappa leather, shearling, patchwork design, front two-way zip fastening, wide notch lapels, drop shoulder, long sleeves, knee-length and front slit.","Women, Clothing, Coats, Leather Coats",Woman,https://cdn-images.farfetch-contents.com/20/87/80/04/20878004_50891038_54.jpg,TOM FORD,AW23,"Furs & Skins->Lamb Fur, Polyester","Neutrals, AW006 CREAM WHITE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20878004.jpg
20849911,Expedition hooded parka jacket ,"Expedition hooded parka jacket from CANADA GOOSE featuring black, duck down, duck feather, logo patch to the front, quilted, padded design, classic hood, front press-stud and zip fastening, wide shoulder straps, long sleeves, four front flap pockets, sleeve flap pocket and straight hem.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/84/99/11/20849911_51293093_54.jpg,Canada Goose,AW23,"Polyamide, Polyester, Furs & Skins->Duck Down, Cotton, Polyamide, Furs & Skins->Duck Feathers","Black, 61 - BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20849911.jpg
20045170,graphic-print belted-waist cape ,"graphic-print belted-waist cape from DOLCE & GABBANA featuring blue, multicolour, stretch-silk, all-over graphic print, belted waist, three-quarter length sleeves and floor-length.","Women, Clothing, Coats, Capes",Woman,https://cdn-images.farfetch-contents.com/20/04/51/70/20045170_45250766_54.jpg,Dolce & Gabbana,AW23,"Silk, Elastane","Blue, Red, HH4KX",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20045170.jpg
17404428,gabardine trench coat,"Beige cotton gabardine trench coat from Burberry featuring spread collar, double-breasted button fastening, belted waist, epaulettes, long sleeves, belted cuffs, two front flap pockets, central rear vent, mid-length and Vintage Check-pattern lining.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/17/40/44/28/17404428_36177751_54.jpg,Burberry,AW23,"Cotton, Cupro, Cotton","Brown, HONEY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/17404428.jpg
21003439,faux double-breasted belted midi coat,"faux double-breasted belted midi coat from SOCIÉTÉ ANONYME featuring navy blue, wool blend, serial number print at the heel, wide notch lapels, faux double-breasted front, drop shoulder, long sleeves, belt loops, belted waist, two front patch pockets, central rear vent, straight hem and mid-length. When buying this unisex item, keep in mind that it is graded in standard men's sizing..","Men, Women, Clothing, Clothing, Coats, Coats, Double Breasted Coats, Double Breasted & Peacoats",Unisex,https://cdn-images.farfetch-contents.com/21/00/34/39/21003439_51371656_54.jpg,Société Anonyme,AW23,"Wool, Polyamide","Blue, DARK NAVY PL",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21003439.jpg
14179801,raglan-sleeve waterproof trench overcoat,"Beige cotton twill raglan-sleeve waterproof trench overcoat from Thom Browne featuring classic collar, front button fastening, long sleeves, RWB stripe, buttoned cuffs, belted waist and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/14/17/98/01/14179801_20031978_54.jpg,Thom Browne,AW23,"Silk, Cotton, Polyester","Neutrals, White, 250 KHAKI",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/14179801.jpg
21284285,fine-check single breasted coat,"fine-check single breasted coat from MARANT ÉTOILE featuring cream white, fine check pattern, gold-tone buttons, side button fastening, ribbed band collar, central rear vent, two diagonal pockets to the sides, below-knee length and cotton.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/21/28/42/85/21284285_51252991_54.jpg,MARANT ÉTOILE,AW23,"Synthetic->Acrylic, Wool or fine animal hair->Alpaca Wool, Polyester, Virgin Wool, Wool, Synthetic->Other fibres, Cotton","White, 23EC  ECRU",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21284285.jpg
16063225,lace-insert tie-waist trench coat,"Black cotton/wool blend lace-insert tie-waist trench coat from DOLCE & GABBANA featuring floral-lace detailing, wide notch lapels, double-breasted button fastening, belted waist, flared design and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/16/06/32/25/16063225_30971616_54.jpg,Dolce & Gabbana,AW23,"Cotton, Polyamide, Polyamide, Viscose, Wool","Black, N0000 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/16063225.jpg
19760361,Theodore double-breasted coat,"Theodore double-breasted coat from ISABEL MARANT featuring butter yellow, virgin wool-cashmere blend, peak lapels, front button fastening, long sleeves, two side slash pockets and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/19/76/03/61/19760361_51181745_54.jpg,ISABEL MARANT,AW23,"Virgin Wool, Cashmere, Viscose, Polyamide, Wool, Natural (other)->goat hair","Neutrals, 10ST - STRAW",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19760361.jpg
19907590,double-breasted button coat,"double-breasted button coat from Balmain featuring black, lambskin, panelled design, high neck, double-breasted button fastening, epaulettes, two side button-fastening pockets, long sleeves, buttoned cuffs, central rear vent and knee-length.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/19/90/75/90/19907590_50937838_54.jpg,Balmain,AW23,"Cupro, Furs & Skins->Lambskin","Black, 0PA - 0PA NOIR",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19907590.jpg
20127211,oversized padded coat,"oversized padded coat from MM6 Maison Margiela featuring black, cotton, padded design, classic collar, front button fastening, belted waist, long sleeves, slip pockets to the sides, mid-length and straight hem.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/12/72/11/20127211_50343106_54.jpg,MM6 Maison Margiela,AW23,"Cotton, Polyamide, Cotton, Viscose, Polyester","Black, 900 - BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20127211.jpg
20086975,Monet belted-waist leather jacket,"Monet belted-waist leather jacket from P.A.R.O.S.H. featuring walnut brown, goatskin, knitted panels, high neck, front zip fastening, belted waist, half-length sleeves, two side inset pockets and straight hem.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/08/69/75/20086975_50886205_54.jpg,P.A.R.O.S.H.,AW23,"Furs & Skins->Goat Skin, Synthetic->Acrylic, Polyester, Viscose, Elastane","Brown, 086  BROWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20086975.jpg
16383428,hooded padded coat,"This neutral Jil Sander Plus oversized puffer coat features a drawstring hood, two-way zip opening and long sleeves. Just so you know - you plus this Jil Sander coat equals infinite possibilities. This product is made with over 50% recycled materials.
","Women, Clothing, Coats, Single Breasted Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/16/38/34/28/16383428_34760539_54.jpg,Jil Sander,AW23,Polyester,"Neutrals, 279 LIGHT BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/16383428.jpg
20702832,Delon zip-up parka coat,"Delon zip-up parka coat from HERNO featuring battleship grey, black, drawstring hood, front two-way zip fastening, long sleeves, two side zip-fastening pockets, gold-tone hardware and rear curved hem.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/70/28/32/20702832_50685884_54.jpg,Herno,AW23,"Polyester, Polyester","Grey, 8600 FANGO",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20702832.jpg
21026589,notched-lapel belted trench coat ,"notched-lapel belted trench coat from HARRIS WHARF LONDON featuring rose pink, virgin wool, wide notch lapels, belted waist, long sleeves, two front welt pockets, straight hem and mid-length. We've partnered with Good On You — an independent agency that rates how brands perform in relation to their impact on the planet, people and animals, with a multi-criteria rating simplified to a five points scale. In order to be awarded our conscious label, larger brands need to score a minimum of four out of five ('Good'), while smaller brands must score at least three out of five ('It's A Start'). This item comes from a brand rated three out of five ('It's A Start') by Good on You. Please note, this is a brand-level rating and does not guarantee that this product is made with conscious materials.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/21/02/65/89/21026589_51146555_54.jpg,Harris Wharf London,AW23,Virgin Wool,"Pink, 517 ROSEWOOD",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21026589.jpg
18945217,Oversized belted trench coat,"Oversized belted trench coat from BALENCIAGA featuring beige, wool-cotton blend, classic collar, epaulettes, double-breasted button fastening, long sleeves, belted waist and ankle-length. Conscious: We've partnered with Good On You – an ethical agency that rates how sustainably brands perform. This item comes from a brand that performs well in relation to their impact on the planet..","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/18/94/52/17/18945217_42710113_54.jpg,Balenciaga,AW23,"Cotton, Wool","Neutrals, 9501 - BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18945217.jpg
19989550,double-breasted padded coat,"double-breasted padded coat from WOOLRICH featuring black, duck down, notched lapels, high neck, padded design, front button fastening, long sleeves, two side patch pockets and straight hem.","Women, Clothing, Jackets, Coats, Blazers, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/19/98/95/50/19989550_51319150_54.jpg,Woolrich,AW23,"Wool, Synthetic->Acrylic, Polyamide, Polyester, Viscose, Furs & Skins->Duck Down, Furs & Skins->Feather","Blue, 3989 MELTON BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19989550.jpg
19618701,puff-shoulder double-breasted coat,"puff-shoulder double-breasted coat from ALESSANDRA RICH featuring black/white, wool blend, notched lapels, double-breasted button fastening, long sleeves, two side flap pockets, central rear vent, mid-calf length and puff shoulders.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/19/61/87/01/19618701_50279533_54.jpg,Alessandra Rich,AW23,"Synthetic->Acrylic, Wool, Polyamide, Viscose, Polyamide","Black, White, 900 - BLACK-WHITE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19618701.jpg
21014044,hooded padded coat,"hooded padded coat from Y-3 featuring black, goose down, padded design, front zip fastening, front zip fastening pockets, classic hood, long sleeves and straight hem. This item is made from at least 50% recycled or upcycled materials. For recycled synthetic clothing products, we highly recommend using a microfibre-catching washing bag to ensure that no microplastics that can pollute water are released in the process.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/21/01/40/44/21014044_51105222_54.jpg,Y-3,AW23,"Furs & Skins->Goose Down, Polyamide, Recycled Polyamide ","Black, BLACK NOIR",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21014044.jpg
18811482,reversible check wool coat,"reversible check wool coat from BURBERRY featuring beige, wool, Vintage Check-pattern lining, notched lapels, two side patch pockets, long sleeves, straight hem and belted waist.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/18/81/14/82/18811482_40882704_54.jpg,Burberry,AW23,Wool,"Neutrals, ARCHIVE BEIGE CHK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18811482.jpg
